created_at_parsed,PM2.5,PM10,aqi,Temperature,Humidity
2022-10-22 18:00:00,26.486700000000003,40.38854,44.1445,26.964,43.6385
2022-10-22 18:01:00,24.39327272727273,39.9917090909091,41.096496970000004,26.963636363636365,43.400363636363636
2022-10-22 18:02:00,27.472,45.335145454545454,46.37788484818182,26.971818181818183,43.723
2022-10-22 18:03:00,22.0676,38.3869,38.3869,26.927000000000003,43.3284
2022-10-22 18:04:00,26.914181818181817,42.23814545454545,44.963969696363634,26.956363636363633,43.519363636363636
2022-10-22 18:05:00,31.5548,47.0096,52.591333333,26.992,43.6238
2022-10-22 18:06:00,27.477363636363634,43.79701818181818,45.81899394,27.08090909090909,42.88963636363636
2022-10-22 18:07:00,24.893700000000003,36.91664,41.489499998999996,27.156,42.211
2022-10-22 18:08:00,24.1739,35.03236,40.289833334,27.2,41.956100000000006
2022-10-22 18:09:00,24.6282,36.020140000000005,41.046999999,27.184000000000005,42.101
2022-10-22 18:10:00,25.3598,37.54908,42.266333335,27.157999999999998,42.1991
2022-10-22 18:11:00,24.5928,36.14402,40.988,27.144,42.1552
2022-10-22 18:12:00,26.0796,37.99244,43.466000001,27.163,41.8642
2022-10-22 18:13:00,32.9649,51.97784,54.941499998999994,27.22,42.582
2022-10-22 18:14:00,25.750272727272726,39.603472727272724,42.917121211818184,27.24727272727273,41.99763636363636
2022-10-22 18:16:00,25.977333333333334,37.59544444444444,43.29555555555556,27.357777777777777,41.748666666666665
2022-10-22 18:17:00,26.13109090909091,39.876127272727274,43.55181818090909,27.44363636363636,41.560181818181825
2022-10-22 18:18:00,37.0005,62.74888000000001,63.365966666999995,27.531,41.8178
2022-10-22 18:19:00,33.4664,55.074839999999995,56.205113333,27.651999999999997,41.6209
2022-10-22 18:20:00,36.37563636363637,54.73283636363636,61.16315757636364,27.705454545454543,41.56490909090909
2022-10-22 18:21:00,36.009299999999996,53.31118,60.015499999,27.701999999999998,40.8252
2022-10-22 18:22:00,39.5788,69.4221,71.50037999999999,27.787,40.6526
2022-10-22 18:23:00,29.354636363636363,50.77341818181819,50.95432727272728,27.793636363636367,40.27081818181818
2022-10-22 18:24:00,36.735,53.245979999999996,62.459846666,27.8,39.8503
2022-10-22 18:25:00,32.5401,45.7382,54.525480001999995,27.794999999999998,39.6267
2022-10-22 18:26:00,24.43618181818182,40.394763636363635,41.00307272727272,27.819090909090907,39.41254545454546
2022-10-22 18:27:00,26.032400000000003,41.2883,43.387333334,27.79,39.6526
2022-10-22 18:28:00,28.6992,48.27774,48.486486666000005,27.82,40.2321
2022-10-22 18:29:00,25.525,43.8474,44.312948147777774,27.764444444444443,42.04533333333333
2022-10-22 18:30:00,27.01966666666667,45.495511111111114,46.71530370333333,27.70777777777778,40.65477777777778
2022-10-22 18:31:00,29.628181818181815,46.28350909090909,49.38305454545455,27.638181818181817,40.682272727272725
2022-10-22 18:32:00,35.3367,51.82462,58.894499999999994,27.538999999999998,41.126099999999994
2022-10-22 18:33:00,40.4756,54.905319999999996,67.459333334,27.598000000000003,41.3307
2022-10-22 18:34:00,35.9444,52.196259999999995,59.907333333,27.627999999999997,41.593399999999995
2022-10-22 18:35:00,39.195299999999996,60.66248,65.325499999,27.585,41.828199999999995
2022-10-22 18:36:00,39.567,62.20446,66.1559,27.622000000000003,42.2933
2022-10-22 18:37:00,32.771272727272724,51.398745454545455,54.66945454454546,27.61909090909091,41.69490909090909
2022-10-22 18:38:00,40.1806,53.30792,66.967666666,27.639,42.5258
2022-10-22 18:39:00,49.146454545454546,61.184672727272726,81.91075757727273,27.64,43.076454545454546
2022-10-22 18:40:00,40.251400000000004,51.79854,67.085666667,27.685000000000002,42.6866
2022-10-22 18:41:00,31.755399999999998,46.367380000000004,52.925666666999994,27.677,41.8622
2022-10-22 18:42:00,42.79054545454546,52.5101090909091,71.31757575727273,27.636363636363637,42.90418181818182
2022-10-22 18:43:00,39.0478,50.77816,65.079666667,27.572000000000003,42.887
2022-10-22 18:44:00,37.384,49.53758181818182,62.30666666636364,27.577272727272724,42.53936363636364
2022-10-22 18:45:00,37.85063636363637,50.39110909090909,63.08439394090909,27.54909090909091,42.95063636363636
2022-10-22 18:46:00,47.679500000000004,55.195460000000004,79.465833334,27.582,43.9324
2022-10-22 18:47:00,38.08663636363636,49.83394545454546,63.47772727363636,27.578181818181818,44.0
2022-10-22 18:48:00,36.5875,51.971320000000006,60.979166667,27.524,43.7812
2022-10-22 18:49:00,34.48227272727273,46.565054545454544,57.470454545454544,27.527272727272727,43.97436363636364
2022-10-22 18:50:00,35.15511111111111,47.49497777777778,58.59185185111111,27.454444444444444,42.92377777777777
2022-10-22 18:51:00,35.2659,49.69258,58.776499998999995,27.335,42.8472
2022-10-22 18:52:00,30.4397,47.805040000000005,50.732833336,27.238999999999997,42.8115
2022-10-22 18:53:00,32.73909090909091,46.80807272727272,54.565151516363635,27.24,42.73636363636364
2022-10-22 18:54:00,33.000299999999996,45.42198,55.0005,27.252,42.666399999999996
2022-10-22 18:55:00,49.515875,60.40005,84.93999999125,27.235,43.393625
2022-10-22 18:56:00,33.6965,49.54262,56.160833333999996,27.206,43.5359
2022-10-22 18:57:00,33.178909090909094,49.00412727272727,55.29818181727273,27.20727272727273,44.03390909090909
2022-10-22 18:58:00,41.3075,55.70402,68.84583333399999,27.195999999999998,43.7544
2022-10-22 18:59:00,46.0452,67.95836,78.41141333200001,27.222,43.5244
2022-10-22 19:00:00,39.17366666666666,57.083,65.28944444444444,27.314444444444444,43.55555555555556
2022-10-22 19:01:00,51.12444444444444,65.87775555555555,85.20740740777778,27.405555555555555,43.614000000000004
2022-10-22 19:02:00,45.50454545454546,62.684272727272734,75.84090909,27.434545454545457,43.59609090909091
2022-10-22 19:03:00,42.753,59.65115555555556,71.255,27.426666666666666,43.62477777777778
2022-10-22 19:04:00,42.1217,58.0936,70.202833333,27.462,43.7679
2022-10-22 19:05:00,38.5168,53.38616,64.194666668,27.455000000000002,43.5771
2022-10-22 19:06:00,37.764818181818185,54.276436363636364,62.94136363636364,27.451818181818183,43.50445454545454
2022-10-22 19:07:00,45.1366,64.82224,75.227666666,27.421,43.990899999999996
2022-10-22 19:08:00,45.64936363636363,65.65087272727273,76.40121212454545,27.40636363636364,43.71481818181818
2022-10-22 19:09:00,53.27466666666667,64.2713,95.05750000500001,27.37833333333333,43.48233333333334
2022-10-22 19:10:00,34.552,52.930575,57.8134583325,27.34,42.6275
2022-10-22 19:11:00,40.4107,55.100919999999995,67.35116666600001,27.369,42.7373
2022-10-22 19:12:00,36.1745,49.9925,60.290833332,27.389999999999997,42.9477
2022-10-22 19:13:00,57.26044444444445,62.05993333333333,99.49537036555556,27.444444444444443,43.16688888888889
2022-10-22 19:14:00,58.46175,62.885799999999996,100.33354165875,27.54125,42.83075
2022-10-22 19:15:00,45.526,57.745866666666664,75.876666665,27.7,42.66916666666666
2022-10-22 19:16:00,56.11322222222222,62.001977777777775,95.44888888555556,27.81888888888889,42.26488888888889
2022-10-22 19:17:00,58.17166666666666,63.592133333333344,100.6788889,27.896666666666665,41.948
2022-10-22 19:18:00,53.12225,56.43915,88.537083335,27.935000000000002,41.9785
2022-10-22 19:19:00,42.2456,52.52552000000001,70.409333332,27.956,41.7282
2022-10-22 19:20:00,51.22277777777778,55.626866666666665,87.32388888222222,28.025555555555556,41.27755555555555
2022-10-22 19:21:00,43.29055555555556,55.105266666666665,72.15092592555555,28.116666666666667,41.37411111111111
2022-10-22 19:22:00,48.604727272727274,60.402272727272724,81.00787878727273,28.15,41.13790909090909
2022-10-22 19:23:00,49.29663636363637,60.811254545454545,82.16106060636365,28.154545454545453,40.87518181818182
2022-10-22 19:24:00,38.1628,48.2321,63.604666666,28.202999999999996,41.1329
2022-10-22 19:25:00,35.37263636363636,47.11925454545454,58.95439393909091,28.271818181818183,41.084272727272726
2022-10-22 19:26:00,35.855363636363634,48.802600000000005,59.75893939454545,28.278181818181817,40.902181818181816
2022-10-22 19:27:00,35.29754545454545,46.363527272727275,58.82924242454545,28.20818181818182,40.66227272727273
2022-10-22 19:28:00,41.75,51.71378,69.583333333,28.273000000000003,40.8574
2022-10-22 19:29:00,53.92545454545455,52.54567272727272,93.43712120272727,28.264545454545456,40.957454545454546
2022-10-22 19:30:00,39.969272727272724,49.97027272727273,66.61545454636364,28.220000000000002,41.11927272727273
